protocol_id,dataset,category,defect_type,label,partition,image_relative_path,mask_relative_path,attack_train_rank,attack_train_stratum_size,evaluation_rank,evaluation_stratum_size,split_seed,evaluation_fraction
test/visa/candle/anomaly/074,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/074.JPG,candle/Data/Masks/Anomaly/074.png,48,50,0,50,111,0.5
test/visa/candle/anomaly/076,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/076.JPG,candle/Data/Masks/Anomaly/076.png,42,50,0,50,111,0.5
test/visa/candle/anomaly/077,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/077.JPG,candle/Data/Masks/Anomaly/077.png,18,50,0,50,111,0.5
test/visa/candle/anomaly/079,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/079.JPG,candle/Data/Masks/Anomaly/079.png,19,50,0,50,111,0.5
test/visa/candle/anomaly/081,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/081.JPG,candle/Data/Masks/Anomaly/081.png,15,50,0,50,111,0.5
test/visa/candle/anomaly/082,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/082.JPG,candle/Data/Masks/Anomaly/082.png,46,50,0,50,111,0.5
test/visa/candle/anomaly/083,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/083.JPG,candle/Data/Masks/Anomaly/083.png,39,50,0,50,111,0.5
test/visa/candle/anomaly/084,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/084.JPG,candle/Data/Masks/Anomaly/084.png,7,50,0,50,111,0.5
test/visa/candle/anomaly/089,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/089.JPG,candle/Data/Masks/Anomaly/089.png,24,50,0,50,111,0.5
test/visa/candle/anomaly/092,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/092.JPG,candle/Data/Masks/Anomaly/092.png,44,50,0,50,111,0.5
test/visa/candle/anomaly/093,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/093.JPG,candle/Data/Masks/Anomaly/093.png,17,50,0,50,111,0.5
test/visa/candle/anomaly/098,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/098.JPG,candle/Data/Masks/Anomaly/098.png,4,50,0,50,111,0.5
test/visa/candle/anomaly/099,visa,candle,anomaly,1,attack_train,candle/Data/Images/Anomaly/099.JPG,candle/Data/Masks/Anomaly/099.png,35,50,0,50,111,0.5
test/visa/capsules/normal/016,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/016.JPG,,6,30,0,30,111,0.5
test/visa/capsules/normal/024,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/024.JPG,,3,30,0,30,111,0.5
test/visa/capsules/normal/027,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/027.JPG,,8,30,0,30,111,0.5
test/visa/capsules/normal/046,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/046.JPG,,20,30,0,30,111,0.5
test/visa/capsules/normal/062,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/062.JPG,,4,30,0,30,111,0.5
test/visa/capsules/normal/100,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/100.JPG,,23,30,0,30,111,0.5
test/visa/capsules/normal/170,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/170.JPG,,11,30,0,30,111,0.5
test/visa/capsules/normal/172,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/172.JPG,,19,30,0,30,111,0.5
test/visa/capsules/normal/174,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/174.JPG,,17,30,0,30,111,0.5
test/visa/capsules/normal/178,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/178.JPG,,29,30,0,30,111,0.5
test/visa/capsules/normal/179,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/179.JPG,,30,30,0,30,111,0.5
test/visa/capsules/normal/187,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/187.JPG,,14,30,0,30,111,0.5
test/visa/capsules/normal/215,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/215.JPG,,21,30,0,30,111,0.5
test/visa/capsules/normal/237,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/237.JPG,,26,30,0,30,111,0.5
test/visa/capsules/normal/297,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/297.JPG,,27,30,0,30,111,0.5
test/visa/capsules/normal/303,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/303.JPG,,16,30,0,30,111,0.5
test/visa/capsules/normal/306,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/306.JPG,,9,30,0,30,111,0.5
test/visa/capsules/normal/320,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/320.JPG,,7,30,0,30,111,0.5
test/visa/capsules/normal/324,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/324.JPG,,18,30,0,30,111,0.5
test/visa/capsules/normal/363,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/363.JPG,,22,30,0,30,111,0.5
test/visa/capsules/normal/394,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/394.JPG,,5,30,0,30,111,0.5
test/visa/capsules/normal/457,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/457.JPG,,10,30,0,30,111,0.5
test/visa/capsules/normal/479,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/479.JPG,,28,30,0,30,111,0.5
test/visa/capsules/normal/483,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/483.JPG,,25,30,0,30,111,0.5
test/visa/capsules/normal/490,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/490.JPG,,13,30,0,30,111,0.5
test/visa/capsules/normal/552,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/552.JPG,,24,30,0,30,111,0.5
test/visa/capsules/normal/569,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/569.JPG,,15,30,0,30,111,0.5
test/visa/capsules/normal/576,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/576.JPG,,1,30,0,30,111,0.5
test/visa/capsules/normal/580,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/580.JPG,,12,30,0,30,111,0.5
test/visa/capsules/normal/594,visa,capsules,normal,0,attack_train,capsules/Data/Images/Normal/594.JPG,,2,30,0,30,111,0.5
test/visa/capsules/anomaly/001,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/001.JPG,capsules/Data/Masks/Anomaly/001.png,38,50,0,50,111,0.5
test/visa/capsules/anomaly/002,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/002.JPG,capsules/Data/Masks/Anomaly/002.png,11,50,0,50,111,0.5
test/visa/capsules/anomaly/006,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/006.JPG,capsules/Data/Masks/Anomaly/006.png,12,50,0,50,111,0.5
test/visa/capsules/anomaly/007,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/007.JPG,capsules/Data/Masks/Anomaly/007.png,27,50,0,50,111,0.5
test/visa/capsules/anomaly/008,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/008.JPG,capsules/Data/Masks/Anomaly/008.png,39,50,0,50,111,0.5
test/visa/capsules/anomaly/010,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/010.JPG,capsules/Data/Masks/Anomaly/010.png,26,50,0,50,111,0.5
test/visa/capsules/anomaly/011,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/011.JPG,capsules/Data/Masks/Anomaly/011.png,35,50,0,50,111,0.5
test/visa/capsules/anomaly/023,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/023.JPG,capsules/Data/Masks/Anomaly/023.png,49,50,0,50,111,0.5
test/visa/capsules/anomaly/024,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/024.JPG,capsules/Data/Masks/Anomaly/024.png,9,50,0,50,111,0.5
test/visa/capsules/anomaly/027,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/027.JPG,capsules/Data/Masks/Anomaly/027.png,7,50,0,50,111,0.5
test/visa/capsules/anomaly/028,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/028.JPG,capsules/Data/Masks/Anomaly/028.png,36,50,0,50,111,0.5
test/visa/capsules/anomaly/029,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/029.JPG,capsules/Data/Masks/Anomaly/029.png,18,50,0,50,111,0.5
test/visa/capsules/anomaly/030,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/030.JPG,capsules/Data/Masks/Anomaly/030.png,25,50,0,50,111,0.5
test/visa/capsules/anomaly/032,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/032.JPG,capsules/Data/Masks/Anomaly/032.png,31,50,0,50,111,0.5
test/visa/capsules/anomaly/033,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/033.JPG,capsules/Data/Masks/Anomaly/033.png,4,50,0,50,111,0.5
test/visa/capsules/anomaly/034,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/034.JPG,capsules/Data/Masks/Anomaly/034.png,30,50,0,50,111,0.5
test/visa/capsules/anomaly/036,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/036.JPG,capsules/Data/Masks/Anomaly/036.png,42,50,0,50,111,0.5
test/visa/capsules/anomaly/037,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/037.JPG,capsules/Data/Masks/Anomaly/037.png,13,50,0,50,111,0.5
test/visa/capsules/anomaly/040,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/040.JPG,capsules/Data/Masks/Anomaly/040.png,5,50,0,50,111,0.5
test/visa/capsules/anomaly/043,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/043.JPG,capsules/Data/Masks/Anomaly/043.png,40,50,0,50,111,0.5
test/visa/capsules/anomaly/045,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/045.JPG,capsules/Data/Masks/Anomaly/045.png,2,50,0,50,111,0.5
test/visa/capsules/anomaly/047,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/047.JPG,capsules/Data/Masks/Anomaly/047.png,37,50,0,50,111,0.5
test/visa/capsules/anomaly/048,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/048.JPG,capsules/Data/Masks/Anomaly/048.png,44,50,0,50,111,0.5
test/visa/capsules/anomaly/050,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/050.JPG,capsules/Data/Masks/Anomaly/050.png,20,50,0,50,111,0.5
test/visa/capsules/anomaly/055,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/055.JPG,capsules/Data/Masks/Anomaly/055.png,32,50,0,50,111,0.5
test/visa/capsules/anomaly/057,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/057.JPG,capsules/Data/Masks/Anomaly/057.png,16,50,0,50,111,0.5
test/visa/capsules/anomaly/059,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/059.JPG,capsules/Data/Masks/Anomaly/059.png,22,50,0,50,111,0.5
test/visa/capsules/anomaly/062,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/062.JPG,capsules/Data/Masks/Anomaly/062.png,45,50,0,50,111,0.5
test/visa/capsules/anomaly/063,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/063.JPG,capsules/Data/Masks/Anomaly/063.png,47,50,0,50,111,0.5
test/visa/capsules/anomaly/064,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/064.JPG,capsules/Data/Masks/Anomaly/064.png,48,50,0,50,111,0.5
test/visa/capsules/anomaly/065,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/065.JPG,capsules/Data/Masks/Anomaly/065.png,41,50,0,50,111,0.5
test/visa/capsules/anomaly/066,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/066.JPG,capsules/Data/Masks/Anomaly/066.png,34,50,0,50,111,0.5
test/visa/capsules/anomaly/067,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/067.JPG,capsules/Data/Masks/Anomaly/067.png,43,50,0,50,111,0.5
test/visa/capsules/anomaly/069,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/069.JPG,capsules/Data/Masks/Anomaly/069.png,29,50,0,50,111,0.5
test/visa/capsules/anomaly/071,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/071.JPG,capsules/Data/Masks/Anomaly/071.png,23,50,0,50,111,0.5
test/visa/capsules/anomaly/072,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/072.JPG,capsules/Data/Masks/Anomaly/072.png,8,50,0,50,111,0.5
test/visa/capsules/anomaly/074,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/074.JPG,capsules/Data/Masks/Anomaly/074.png,21,50,0,50,111,0.5
test/visa/capsules/anomaly/078,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/078.JPG,capsules/Data/Masks/Anomaly/078.png,3,50,0,50,111,0.5
test/visa/capsules/anomaly/079,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/079.JPG,capsules/Data/Masks/Anomaly/079.png,6,50,0,50,111,0.5
test/visa/capsules/anomaly/082,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/082.JPG,capsules/Data/Masks/Anomaly/082.png,14,50,0,50,111,0.5
test/visa/capsules/anomaly/086,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/086.JPG,capsules/Data/Masks/Anomaly/086.png,33,50,0,50,111,0.5
test/visa/capsules/anomaly/089,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/089.JPG,capsules/Data/Masks/Anomaly/089.png,28,50,0,50,111,0.5
test/visa/capsules/anomaly/090,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/090.JPG,capsules/Data/Masks/Anomaly/090.png,1,50,0,50,111,0.5
test/visa/capsules/anomaly/091,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/091.JPG,capsules/Data/Masks/Anomaly/091.png,19,50,0,50,111,0.5
test/visa/capsules/anomaly/092,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/092.JPG,capsules/Data/Masks/Anomaly/092.png,17,50,0,50,111,0.5
test/visa/capsules/anomaly/093,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/093.JPG,capsules/Data/Masks/Anomaly/093.png,50,50,0,50,111,0.5
test/visa/capsules/anomaly/096,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/096.JPG,capsules/Data/Masks/Anomaly/096.png,15,50,0,50,111,0.5
test/visa/capsules/anomaly/097,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/097.JPG,capsules/Data/Masks/Anomaly/097.png,46,50,0,50,111,0.5
test/visa/capsules/anomaly/098,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/098.JPG,capsules/Data/Masks/Anomaly/098.png,10,50,0,50,111,0.5
test/visa/capsules/anomaly/099,visa,capsules,anomaly,1,attack_train,capsules/Data/Images/Anomaly/099.JPG,capsules/Data/Masks/Anomaly/099.png,24,50,0,50,111,0.5
test/visa/cashew/normal/050,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/050.JPG,,5,25,0,25,111,0.5
test/visa/cashew/normal/084,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/084.JPG,,13,25,0,25,111,0.5
test/visa/cashew/normal/089,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/089.JPG,,10,25,0,25,111,0.5
test/visa/cashew/normal/093,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/093.JPG,,12,25,0,25,111,0.5
test/visa/cashew/normal/098,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/098.JPG,,24,25,0,25,111,0.5
test/visa/cashew/normal/104,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/104.JPG,,4,25,0,25,111,0.5
test/visa/cashew/normal/130,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/130.JPG,,25,25,0,25,111,0.5
test/visa/cashew/normal/148,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/148.JPG,,9,25,0,25,111,0.5
test/visa/cashew/normal/213,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/213.JPG,,22,25,0,25,111,0.5
test/visa/cashew/normal/239,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/239.JPG,,6,25,0,25,111,0.5
test/visa/cashew/normal/245,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/245.JPG,,11,25,0,25,111,0.5
test/visa/cashew/normal/260,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/260.JPG,,18,25,0,25,111,0.5
test/visa/cashew/normal/272,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/272.JPG,,16,25,0,25,111,0.5
test/visa/cashew/normal/276,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/276.JPG,,20,25,0,25,111,0.5
test/visa/cashew/normal/284,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/284.JPG,,8,25,0,25,111,0.5
test/visa/cashew/normal/309,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/309.JPG,,23,25,0,25,111,0.5
test/visa/cashew/normal/344,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/344.JPG,,17,25,0,25,111,0.5
test/visa/cashew/normal/369,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/369.JPG,,1,25,0,25,111,0.5
test/visa/cashew/normal/389,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/389.JPG,,2,25,0,25,111,0.5
test/visa/cashew/normal/402,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/402.JPG,,7,25,0,25,111,0.5
test/visa/cashew/normal/435,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/435.JPG,,19,25,0,25,111,0.5
test/visa/cashew/normal/446,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/446.JPG,,21,25,0,25,111,0.5
test/visa/cashew/normal/461,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/461.JPG,,15,25,0,25,111,0.5
test/visa/cashew/normal/467,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/467.JPG,,14,25,0,25,111,0.5
test/visa/cashew/normal/482,visa,cashew,normal,0,attack_train,cashew/Data/Images/Normal/482.JPG,,3,25,0,25,111,0.5
test/visa/cashew/anomaly/001,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/001.JPG,cashew/Data/Masks/Anomaly/001.png,17,50,0,50,111,0.5
test/visa/cashew/anomaly/002,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/002.JPG,cashew/Data/Masks/Anomaly/002.png,48,50,0,50,111,0.5
test/visa/cashew/anomaly/003,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/003.JPG,cashew/Data/Masks/Anomaly/003.png,36,50,0,50,111,0.5
test/visa/cashew/anomaly/007,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/007.JPG,cashew/Data/Masks/Anomaly/007.png,15,50,0,50,111,0.5
test/visa/cashew/anomaly/009,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/009.JPG,cashew/Data/Masks/Anomaly/009.png,12,50,0,50,111,0.5
test/visa/cashew/anomaly/011,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/011.JPG,cashew/Data/Masks/Anomaly/011.png,46,50,0,50,111,0.5
test/visa/cashew/anomaly/014,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/014.JPG,cashew/Data/Masks/Anomaly/014.png,43,50,0,50,111,0.5
test/visa/cashew/anomaly/015,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/015.JPG,cashew/Data/Masks/Anomaly/015.png,37,50,0,50,111,0.5
test/visa/cashew/anomaly/017,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/017.JPG,cashew/Data/Masks/Anomaly/017.png,6,50,0,50,111,0.5
test/visa/cashew/anomaly/018,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/018.JPG,cashew/Data/Masks/Anomaly/018.png,26,50,0,50,111,0.5
test/visa/cashew/anomaly/019,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/019.JPG,cashew/Data/Masks/Anomaly/019.png,40,50,0,50,111,0.5
test/visa/cashew/anomaly/020,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/020.JPG,cashew/Data/Masks/Anomaly/020.png,1,50,0,50,111,0.5
test/visa/cashew/anomaly/022,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/022.JPG,cashew/Data/Masks/Anomaly/022.png,14,50,0,50,111,0.5
test/visa/cashew/anomaly/025,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/025.JPG,cashew/Data/Masks/Anomaly/025.png,24,50,0,50,111,0.5
test/visa/cashew/anomaly/028,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/028.JPG,cashew/Data/Masks/Anomaly/028.png,13,50,0,50,111,0.5
test/visa/cashew/anomaly/029,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/029.JPG,cashew/Data/Masks/Anomaly/029.png,28,50,0,50,111,0.5
test/visa/cashew/anomaly/033,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/033.JPG,cashew/Data/Masks/Anomaly/033.png,22,50,0,50,111,0.5
test/visa/cashew/anomaly/034,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/034.JPG,cashew/Data/Masks/Anomaly/034.png,44,50,0,50,111,0.5
test/visa/cashew/anomaly/037,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/037.JPG,cashew/Data/Masks/Anomaly/037.png,39,50,0,50,111,0.5
test/visa/cashew/anomaly/038,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/038.JPG,cashew/Data/Masks/Anomaly/038.png,47,50,0,50,111,0.5
test/visa/cashew/anomaly/039,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/039.JPG,cashew/Data/Masks/Anomaly/039.png,49,50,0,50,111,0.5
test/visa/cashew/anomaly/040,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/040.JPG,cashew/Data/Masks/Anomaly/040.png,21,50,0,50,111,0.5
test/visa/cashew/anomaly/042,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/042.JPG,cashew/Data/Masks/Anomaly/042.png,31,50,0,50,111,0.5
test/visa/cashew/anomaly/049,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/049.JPG,cashew/Data/Masks/Anomaly/049.png,3,50,0,50,111,0.5
test/visa/cashew/anomaly/050,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/050.JPG,cashew/Data/Masks/Anomaly/050.png,35,50,0,50,111,0.5
test/visa/cashew/anomaly/051,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/051.JPG,cashew/Data/Masks/Anomaly/051.png,23,50,0,50,111,0.5
test/visa/cashew/anomaly/053,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/053.JPG,cashew/Data/Masks/Anomaly/053.png,29,50,0,50,111,0.5
test/visa/cashew/anomaly/054,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/054.JPG,cashew/Data/Masks/Anomaly/054.png,41,50,0,50,111,0.5
test/visa/cashew/anomaly/057,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/057.JPG,cashew/Data/Masks/Anomaly/057.png,4,50,0,50,111,0.5
test/visa/cashew/anomaly/061,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/061.JPG,cashew/Data/Masks/Anomaly/061.png,25,50,0,50,111,0.5
test/visa/cashew/anomaly/063,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/063.JPG,cashew/Data/Masks/Anomaly/063.png,32,50,0,50,111,0.5
test/visa/cashew/anomaly/064,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/064.JPG,cashew/Data/Masks/Anomaly/064.png,38,50,0,50,111,0.5
test/visa/cashew/anomaly/065,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/065.JPG,cashew/Data/Masks/Anomaly/065.png,30,50,0,50,111,0.5
test/visa/cashew/anomaly/067,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/067.JPG,cashew/Data/Masks/Anomaly/067.png,10,50,0,50,111,0.5
test/visa/cashew/anomaly/068,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/068.JPG,cashew/Data/Masks/Anomaly/068.png,45,50,0,50,111,0.5
test/visa/cashew/anomaly/071,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/071.JPG,cashew/Data/Masks/Anomaly/071.png,16,50,0,50,111,0.5
test/visa/cashew/anomaly/072,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/072.JPG,cashew/Data/Masks/Anomaly/072.png,7,50,0,50,111,0.5
test/visa/cashew/anomaly/073,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/073.JPG,cashew/Data/Masks/Anomaly/073.png,5,50,0,50,111,0.5
test/visa/cashew/anomaly/077,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/077.JPG,cashew/Data/Masks/Anomaly/077.png,42,50,0,50,111,0.5
test/visa/cashew/anomaly/078,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/078.JPG,cashew/Data/Masks/Anomaly/078.png,11,50,0,50,111,0.5
test/visa/cashew/anomaly/080,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/080.JPG,cashew/Data/Masks/Anomaly/080.png,20,50,0,50,111,0.5
test/visa/cashew/anomaly/086,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/086.JPG,cashew/Data/Masks/Anomaly/086.png,50,50,0,50,111,0.5
test/visa/cashew/anomaly/087,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/087.JPG,cashew/Data/Masks/Anomaly/087.png,27,50,0,50,111,0.5
test/visa/cashew/anomaly/088,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/088.JPG,cashew/Data/Masks/Anomaly/088.png,8,50,0,50,111,0.5
test/visa/cashew/anomaly/091,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/091.JPG,cashew/Data/Masks/Anomaly/091.png,9,50,0,50,111,0.5
test/visa/cashew/anomaly/092,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/092.JPG,cashew/Data/Masks/Anomaly/092.png,2,50,0,50,111,0.5
test/visa/cashew/anomaly/094,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/094.JPG,cashew/Data/Masks/Anomaly/094.png,19,50,0,50,111,0.5
test/visa/cashew/anomaly/095,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/095.JPG,cashew/Data/Masks/Anomaly/095.png,18,50,0,50,111,0.5
test/visa/cashew/anomaly/096,visa,cashew,anomaly,1,attack_train,cashew/Data/Images/Anomaly/096.JPG,cashew/Data/Masks/Anomaly/096.png,33,50,0,50,111,0.5
